,kmp.id.nospace,mom.id,litter,sex,X3.way,age.months.cont,group.size,location1,am.pm,obs.time.hr,i.aggr.all,Total.monthly.rainfall
4390,AA,AAE,AAAH,F,Dominant control,4.9,16,forage,am,0.33,2,1.8
4391,AB,AAE,AAAG,M,Dominant treated,5.1,15,forage,am,0.28444,0,27.200011
4392,AF,AAF,AAAJ,F,Dominant control,4.9,12,forage,am,0.33861,2,97.000108
4393,AG,AAF,AAAJ,F,Dominant control,4.9,12,forage,am,0.33472,0,97.000108
4394,AH,AAF,AAAJ,F,Dominant control,4.9,12,forage,am,0.33972,0,97.000108
4395,AI,AAF,AAAI,F,Dominant treated,4.9,16,forage,am,0.47917,0,0.2
4396,AD,AAF,AAAI,F,Dominant treated,4.9,16,forage,am,0.36,1,0.2
4397,AE,AAF,AAAI,M,Dominant treated,4.9,16,forage,am,0.40944,0,0.2
4398,AJ,AAG,AAAK,F,Dominant control,5,13,forage,am,0.34361,4,1.6
4399,AK,AAG,AAAK,M,Dominant control,5,13,forage,am,0.36111,2,1.6
4400,AM,AAG,AAAK,M,Dominant control,5,13,forage,am,0.33722,3,1.6
4403,AN,AAH,AAAL,F,Dominant control,5.2,22,forage,am,0.26861,1,22.40001
4404,AO,AAH,AAAL,F,Dominant control,4.8,22,forage,am,0.24583,0,0
4405,CJ,AAW,AABE,F,Subordinate control,5,18,forage,am,0.355,2,4
4406,CK,AAW,AABE,F,Subordinate control,5,18,forage,am,0.34194,0,4
4407,CL,AN,AABF,F,Subordinate control,4.9,15,forage,am,0.33083,0,0
4408,AP,AAH,AAAL,M,Dominant control,4.8,22,forage,am,0.2575,0,0
4409,AQ,AAH,AAAL,M,Dominant control,5.2,22,forage,am,0.27333,0,22.40001
4410,CP,AN,AABF,M,Subordinate control,4.9,15,forage,pm,0.21389,0,0
4411,CQ,AN,AABF,M,Subordinate control,4.9,15,forage,am,0.33417,0,0
4412,AT,AAJ,AAAN,F,Subordinate control,4.9,31,burrow,am,0.09083,0,0
4413,AU,AAK,AAAO,F,Dominant control,5,9,burrow,pm,0.08917,0,13.999998
4414,AV,AAK,AAAO,M,Dominant control,5,9,forage,pm,0.19944,0,13.999998
4415,AX,AAL,AAAP,F,Dominant treated,5,33,forage,pm,0.2525,0,0.8
4416,AY,AAL,AAAP,F,Dominant treated,5,33,forage,pm,0.26222,0,0.8
4417,AZ,AAM/AAN/AAO,AAAQ/AAAR/AAAS,F,Subordinate control,5,31,forage,am,0.33389,1,1.8
4418,BD,AAL,AAAP,M,Dominant treated,5,33,forage,pm,0.26806,0,0.8
4419,BH,AX,AAAT,M,Subordinate control,5,8,burrow,am,0.08861,0,14.199998
4420,BI,AX,AAAT,M,Subordinate control,5,8,burrow,am,0.08556,0,14.199998
4421,BK,A,AAAU,F,Subordinate control,5,13,burrow,am,0.09528,0,99.600108
4422,BM,AAQ,AAAW,F,Subordinate control,5.1,22,forage,am,0.29861,0,26.400011
4423,BO,AAQ,AAAW,M,Subordinate control,5.1,22,forage,am,0.36694,0,26.400011
4424,BP,AAQ,AAAW,M,Subordinate control,5.1,22,forage,am,0.33611,0,26.400011
4425,BQ,AAQ,AAAW,M,Subordinate control,5.1,22,forage,pm,0.22611,2,26.400011
4426,BR,AAS,AAAY,F,Dominant control,5,9,burrow,am,0.07028,0,0
4427,BS,AAS,AAAY,M,Dominant control,5,9,forage,am,0.29306,0,0
4428,BU,AAS,AAAY,M,Dominant control,5,9,burrow,am,0.10861,1,0
4429,CS,AAX,AABG,F,Dominant control,4.8,13,forage,pm,0.23194,0,13.999998
4430,CT,AAX,AABG,F,Dominant control,4.8,13,forage,pm,0.25667,0,13.999998
4431,CU,AAX,AABG,F,Dominant control,4.8,13,forage,am,0.27,3,13.999998
4432,BX,AAT,AAAZ,M,Dominant control,5.1,32,burrow,am,0.1075,0,26.400011
4433,BZ,AAT,AAAZ,M,Dominant control,5.1,32,burrow,am,0.1125,0,26.400011
4434,CV,AAX,AABG,M,Dominant control,4.8,13,forage,pm,0.23528,2,13.999998
4435,CB,AAU,AABA,F,Subordinate control,5,21,burrow,am,0.10306,0,0
4436,CE,AAU,AABA,F,Subordinate control,5,21,forage,am,0.31889,4,0
4437,CC,AAU,AABA,M,Subordinate control,5,21,burrow,am,0.07222,0,0
4438,CY,CB,AABH,M,Subordinate control,4.8,7,forage,am,0.33194,0,0
4439,AR,AAI,AAAM,F,Dominant treated,5.3,31,forage,am,0.67861,4,0
4440,A,AAA,AAAA,F,Subordinate control,5.1,25,forage,pm,0.34306,2,0
4441,B,AAA,AAAA,M,Subordinate control,5.1,25,burrow,am,0.11028,0,0
4442,C,AAA,AAAA,M,Subordinate control,5.1,25,burrow,pm,0.04806,0,0
4443,D,AAA,AAAA,M,Subordinate control,5.1,25,burrow,pm,0.0725,0,0
4444,H,F,AAAC,F,Subordinate control,5.1,17,forage,am,0.37167,0,45.199989
4445,I,AAC,AAAD,F,Dominant control,5.2,20,forage,am,0.37611,0,11.999998
4446,Q,F,AAAC,M,Subordinate control,5.1,17,forage,am,0.32111,0,45.199989
4447,L,F,AAAC,M,Subordinate control,5.1,17,forage,am,0.33611,5,45.199989
4448,R,AAC,AAAD,M,Dominant control,5.2,20,forage,am,0.24417,0,11.999998
4449,S,AAC,AAAD,M,Dominant control,5.2,20,forage,pm,0.26611,1,11.999998
4450,M,AAC,AAAD,M,Dominant control,5.2,20,forage,pm,0.33333,0,11.999998
4451,N,AAC,AAAE,M,Dominant treated,4.9,23,burrow,pm,0.03361,0,0
4452,T,AAC,AAAE,M,Dominant treated,4.9,23,forage,pm,0.25611,2,0
4453,O,AAC,AAAE,M,Dominant treated,5,23,forage,am,0.33306,0,0
4454,P,AAC,AAAE,M,Dominant treated,5,23,forage,am,0.33278,0,0
4455,Y,AAE,AAAG,F,Dominant treated,5.1,15,forage,pm,0.25417,0,27.200011
4456,Z,AAE,AAAG,F,Dominant treated,5.1,15,burrow,pm,0.09944,0,27.200011
4457,AA,AAE,AAAH,F,Dominant control,4.9,16,forage,am,0.31611,0,1.8
4458,AB,AAE,AAAG,M,Dominant treated,5.1,15,forage,pm,0.215,0,27.200011
4459,AF,AAF,AAAJ,F,Dominant control,4.9,12,forage,am,0.3675,1,97.000108
4460,AG,AAF,AAAJ,F,Dominant control,4.9,12,forage,am,0.32556,0,97.000108
4461,AH,AAF,AAAJ,F,Dominant control,4.9,12,forage,am,0.33,2,97.000108
4462,AI,AAF,AAAI,F,Dominant treated,4.9,16,forage,am,0.34194,1,0.2
4463,AD,AAF,AAAI,F,Dominant treated,4.9,16,forage,pm,0.35472,5,0.2
4464,AE,AAF,AAAI,M,Dominant treated,4.9,16,forage,am,0.38306,0,0.2
4465,AJ,AAG,AAAK,F,Dominant control,5,13,forage,pm,0.18222,2,1.6
4466,AK,AAG,AAAK,M,Dominant control,5,13,forage,pm,0.17,0,1.6
4467,AM,AAG,AAAK,M,Dominant control,5,13,forage,pm,0.16889,0,1.6
4470,AN,AAH,AAAL,F,Dominant control,5.2,22,forage,am,0.25806,1,22.40001
4471,AO,AAH,AAAL,F,Dominant control,5.2,22,forage,am,0.22028,2,22.40001
4472,CJ,AAW,AABE,F,Subordinate control,5,18,forage,pm,0.27222,0,4
4473,CK,AAW,AABE,F,Subordinate control,5,18,forage,am,0.3325,0,4
4474,CL,AN,AABF,F,Subordinate control,4.9,15,forage,pm,0.23444,0,0
4475,AP,AAH,AAAL,M,Dominant control,5.2,22,forage,am,0.26,6,22.40001
4476,AQ,AAH,AAAL,M,Dominant control,5.2,22,forage,am,0.25944,2,22.40001
4477,CP,AN,AABF,M,Subordinate control,4.9,15,forage,pm,0.23639,0,0
4478,CQ,AN,AABF,M,Subordinate control,4.9,15,forage,pm,0.20889,0,0
4479,AT,AAJ,AAAN,F,Subordinate control,4.9,31,burrow,am,0.07444,0,0
4480,AU,AAK,AAAO,F,Dominant control,5,9,forage,pm,0.24056,0,13.999998
4481,AV,AAK,AAAO,M,Dominant control,5.1,9,forage,am,0.33889,2,8.799998
4482,AX,AAL,AAAP,F,Dominant treated,5,33,forage,pm,0.25778,0,0.8
4483,AY,AAL,AAAP,F,Dominant treated,5,33,forage,pm,0.26889,0,0.8
4484,AZ,AAM/AAN/AAO,AAAQ/AAAR/AAAS,F,Subordinate control,5,31,forage,am,0.15889,0,1.8
4485,BD,AAL,AAAP,M,Dominant treated,5.1,33,burrow,am,0.14444,0,0.8
4486,BH,AX,AAAT,M,Subordinate control,5,8,burrow,am,0.08444,0,14.199998
4487,BI,AX,AAAT,M,Subordinate control,5,8,burrow,am,0.095,0,14.199998
4488,BK,A,AAAU,F,Subordinate control,5,13,forage,am,0.33972,0,99.600108
4489,BM,AAQ,AAAW,F,Subordinate control,5.1,22,forage,pm,0.35861,0,26.400011
4490,BO,AAQ,AAAW,M,Subordinate control,5.1,22,forage,pm,0.35611,0,26.400011
4491,BP,AAQ,AAAW,M,Subordinate control,5.1,22,forage,am,0.49722,0,26.400011
4492,BQ,AAQ,AAAW,M,Subordinate control,5.2,22,burrow,am,0.11417,0,26.400011
4493,BR,AAS,AAAY,F,Dominant control,5,9,forage,am,0.33639,2,0
4494,BS,AAS,AAAY,M,Dominant control,5,9,forage,am,0.31417,0,0
4495,BU,AAS,AAAY,M,Dominant control,5,9,forage,am,0.35556,2,0
4496,CS,AAX,AABG,F,Dominant control,4.8,13,burrow,pm,0.08833,0,13.999998
4497,CT,AAX,AABG,F,Dominant control,4.9,13,burrow,am,0.09278,0,13.999998
4498,CU,AAX,AABG,F,Dominant control,4.8,13,forage,pm,0.27833,0,13.999998
4499,BX,AAT,AAAZ,M,Dominant control,5.1,32,burrow,am,0.08139,0,26.400011
4500,BZ,AAT,AAAZ,M,Dominant control,5.1,32,forage,am,0.37806,0,26.400011
4501,CV,AAX,AABG,M,Dominant control,4.8,13,forage,pm,0.19917,0,13.999998
4502,CB,AAU,AABA,F,Subordinate control,5,21,forage,am,0.31861,4,0
4503,CE,AAU,AABA,F,Subordinate control,5,21,forage,am,0.37111,4,0
4504,CC,AAU,AABA,M,Subordinate control,5,21,forage,am,0.35083,1,0
4505,CY,CB,AABH,M,Subordinate control,4.8,7,forage,am,0.36806,2,0
4506,AR,AAI,AAAM,F,Dominant treated,5.3,31,forage,am,0.77722,0,0
4507,A,AAA,AAAA,F,Subordinate control,5.1,25,burrow,pm,0.0875,0,0
4508,B,AAA,AAAA,M,Subordinate control,5.1,25,forage,am,0.33667,0,0
4509,C,AAA,AAAA,M,Subordinate control,5.1,25,forage,am,0.33778,0,0
4510,D,AAA,AAAA,M,Subordinate control,5.1,25,forage,am,0.34556,0,0
4511,H,F,AAAC,F,Subordinate control,5.1,17,forage,am,0.33972,0,45.199989
4512,I,AAC,AAAD,F,Dominant control,5.2,20,forage,pm,0.33111,5,11.999998
4513,Q,F,AAAC,M,Subordinate control,5.1,17,forage,am,0.32833,4,45.199989
4514,L,F,AAAC,M,Subordinate control,5.1,17,forage,am,0.33972,4,45.199989
4515,R,AAC,AAAD,M,Dominant control,5.2,20,forage,pm,0.35972,0,11.999998
4516,S,AAC,AAAD,M,Dominant control,5.2,20,forage,pm,0.29,3,11.999998
4517,M,AAC,AAAD,M,Dominant control,5.2,20,forage,pm,0.27472,0,11.999998
4518,N,AAC,AAAE,M,Dominant treated,5,23,forage,am,0.33028,0,0
4519,T,AAC,AAAE,M,Dominant treated,5,23,forage,am,0.32972,0,0
4520,O,AAC,AAAE,M,Dominant treated,5.2,23,forage,am,0.33556,5,0.2
4521,P,AAC,AAAE,M,Dominant treated,5,23,forage,am,0.32667,0,0
4522,Y,AAE,AAAG,F,Dominant treated,5.1,15,burrow,pm,0.03,0,27.200011
4523,Z,AAE,AAAG,F,Dominant treated,5.2,15,forage,am,0.31222,0,27.200011
4524,AA,AAE,AAAH,F,Dominant control,4.9,16,forage,am,0.33028,2,1.8
4525,AB,AAE,AAAG,M,Dominant treated,5.1,15,burrow,pm,0.08778,0,27.200011
4526,AF,AAF,AAAJ,F,Dominant control,4.9,12,forage,am,0.34583,1,97.000108
4527,AG,AAF,AAAJ,F,Dominant control,4.9,12,forage,pm,0.26333,0,97.000108
4528,AH,AAF,AAAJ,F,Dominant control,4.9,12,forage,pm,0.26583,0,97.000108
4529,AI,AAF,AAAI,F,Dominant treated,4.9,16,burrow,am,0.11722,0,0.2
4530,AD,AAF,AAAI,F,Dominant treated,4.9,16,burrow,am,0.11028,0,0.2
4531,AE,AAF,AAAI,M,Dominant treated,4.9,16,burrow,am,0.1075,0,0.2
4532,AJ,AAG,AAAK,F,Dominant control,5,13,forage,pm,0.25472,0,1.6
4533,AK,AAG,AAAK,M,Dominant control,5,13,forage,pm,0.25389,0,1.6
4534,AM,AAG,AAAK,M,Dominant control,5,13,burrow,pm,0.08389,0,1.6
4537,AN,AAH,AAAL,F,Dominant control,5.2,22,forage,pm,0.2525,0,22.40001
4538,AO,AAH,AAAL,F,Dominant control,5.2,22,forage,pm,0.28639,1,22.40001
4539,CJ,AAW,AABE,F,Subordinate control,5,18,forage,pm,0.10222,0,4
4540,CK,AAW,AABE,F,Subordinate control,5,18,forage,pm,0.27306,0,4
4541,CL,AN,AABF,F,Subordinate control,4.9,15,forage,pm,0.25889,0,0
4542,AP,AAH,AAAL,M,Dominant control,5.2,22,forage,pm,0.27694,1,22.40001
4543,AQ,AAH,AAAL,M,Dominant control,5.2,22,forage,pm,0.28333,0,22.40001
4544,CP,AN,AABF,M,Subordinate control,5,15,burrow,am,0.08556,0,0
4545,CQ,AN,AABF,M,Subordinate control,4.9,15,forage,pm,0.23944,0,0
4546,AT,AAJ,AAAN,F,Subordinate control,5,31,forage,pm,0.50222,2,0
4547,AU,AAK,AAAO,F,Dominant control,5,9,forage,pm,0.25417,0,13.999998
4548,AV,AAK,AAAO,M,Dominant control,5.1,9,forage,pm,0.3275,0,8.799998
4549,AX,AAL,AAAP,F,Dominant treated,5,33,burrow,pm,0.19972,0,0.8
4550,AY,AAL,AAAP,F,Dominant treated,5.1,33,burrow,am,0.095,0,0.8
4551,BD,AAL,AAAP,M,Dominant treated,5.1,33,forage,am,0.32972,0,0.8
4552,BH,AX,AAAT,M,Subordinate control,5,8,forage,am,0.31,0,14.199998
4553,BI,AX,AAAT,M,Subordinate control,5,8,forage,am,0.33361,0,14.199998
4554,BK,A,AAAU,F,Subordinate control,5,13,forage,am,0.33833,0,99.600108
4555,BM,AAQ,AAAW,F,Subordinate control,5.1,22,burrow,pm,0.02278,0,26.400011
4556,BO,AAQ,AAAW,M,Subordinate control,5.1,22,forage,pm,0.26417,0,26.400011
4557,BP,AAQ,AAAW,M,Subordinate control,5.1,22,forage,pm,0.315,0,26.400011
4558,BQ,AAQ,AAAW,M,Subordinate control,5.2,22,forage,am,0.27444,0,26.400011
4559,BR,AAS,AAAY,F,Dominant control,5,9,forage,am,0.36028,0,0
4560,BS,AAS,AAAY,M,Dominant control,5,9,forage,am,0.175,0,0
4561,BU,AAS,AAAY,M,Dominant control,5,9,forage,am,0.36306,1,0
4562,CS,AAX,AABG,F,Dominant control,4.9,13,burrow,am,0.09583,0,13.999998
4563,CT,AAX,AABG,F,Dominant control,4.9,13,forage,am,0.38611,0,13.999998
4564,CU,AAX,AABG,F,Dominant control,4.9,13,burrow,am,0.10139,0,13.999998
4565,BX,AAT,AAAZ,M,Dominant control,5.1,32,forage,am,0.34306,0,26.400011
4566,BZ,AAT,AAAZ,M,Dominant control,5.1,32,forage,am,0.30111,0,26.400011
4567,CV,AAX,AABG,M,Dominant control,4.9,13,burrow,am,0.1175,0,13.999998
4568,CB,AAU,AABA,F,Subordinate control,5,21,forage,am,0.33083,2,0
4569,CE,AAU,AABA,F,Subordinate control,5,21,forage,pm,0.25306,0,0
4570,CC,AAU,AABA,M,Subordinate control,5,21,forage,am,0.33139,0,0
4571,CY,CB,AABH,M,Subordinate control,4.8,7,forage,am,0.3375,1,0
4572,AR,AAI,AAAM,F,Dominant treated,5.3,31,forage,pm,0.48472,0,0
4573,A,AAA,AAAA,F,Subordinate control,5.1,25,burrow,am,0.03167,0,0
4574,B,AAA,AAAA,M,Subordinate control,5.1,25,forage,am,0.30972,0,0
4575,C,AAA,AAAA,M,Subordinate control,5.1,25,forage,am,0.33361,0,0
4576,D,AAA,AAAA,M,Subordinate control,5.1,25,forage,pm,0.34444,0,0
4577,H,F,AAAC,F,Subordinate control,5.1,17,forage,am,0.34528,1,45.199989
4578,I,AAC,AAAD,F,Dominant control,5.2,20,forage,pm,0.25444,0,11.999998
4579,Q,F,AAAC,M,Subordinate control,5.1,17,forage,pm,0.23944,0,45.199989
4580,L,F,AAAC,M,Subordinate control,5.1,17,forage,pm,0.25583,2,45.199989
4581,R,AAC,AAAD,M,Dominant control,5.2,20,forage,pm,0.24139,0,11.999998
4582,S,AAC,AAAD,M,Dominant control,5.2,20,burrow,pm,0.10222,0,11.999998
4583,M,AAC,AAAD,M,Dominant control,5.2,20,forage,pm,0.25278,0,11.999998
4584,N,AAC,AAAE,M,Dominant treated,5.2,23,forage,am,0.34083,1,0.2
4585,T,AAC,AAAE,M,Dominant treated,5.2,23,forage,am,0.33778,0,0.2
4586,O,AAC,AAAE,M,Dominant treated,5.2,23,forage,am,0.34083,1,0.2
4587,P,AAC,AAAE,M,Dominant treated,5.2,23,forage,am,0.34111,2,0.2
4588,Y,AAE,AAAG,F,Dominant treated,5.2,15,forage,am,0.34583,0,27.200011
4589,Z,AAE,AAAG,F,Dominant treated,5.2,15,forage,am,0.39028,0,27.200011
4590,AA,AAE,AAAH,F,Dominant control,4.9,16,forage,am,0.30944,2,1.8
4591,AB,AAE,AAAG,M,Dominant treated,5.2,15,burrow,am,0.025,0,27.200011
4592,AF,AAF,AAAJ,F,Dominant control,4.9,12,forage,pm,0.26111,0,97.000108
4593,AG,AAF,AAAJ,F,Dominant control,5,12,burrow,am,0.09639,0,97.000108
4594,AH,AAF,AAAJ,F,Dominant control,4.9,12,burrow,pm,0.22861,1,97.000108
4595,AI,AAF,AAAI,F,Dominant treated,4.9,16,forage,am,0.37694,0,0.2
4596,AD,AAF,AAAI,F,Dominant treated,4.9,16,forage,am,0.36,0,0.2
4597,AE,AAF,AAAI,M,Dominant treated,4.9,16,forage,am,0.37306,0,0.2
4598,AJ,AAG,AAAK,F,Dominant control,5,13,forage,pm,0.18833,0,1.6
4599,AK,AAG,AAAK,M,Dominant control,5,13,burrow,pm,0.08528,0,1.6
4600,AM,AAG,AAAK,M,Dominant control,5,13,burrow,am,0.08,0,26.000011
4603,AN,AAH,AAAL,F,Dominant control,5.2,22,burrow,pm,0.09806,0,22.40001
4604,AO,AAH,AAAL,F,Dominant control,5.2,22,forage,pm,0.26306,2,22.40001
4605,CJ,AAW,AABE,F,Subordinate control,5,18,forage,am,0.34028,1,4
4606,CK,AAW,AABE,F,Subordinate control,5,18,forage,am,0.33194,0,4
4607,CL,AN,AABF,F,Subordinate control,5,15,burrow,am,0.08722,0,0
4608,AP,AAH,AAAL,M,Dominant control,5.2,22,burrow,pm,0.08778,0,22.40001
4609,AQ,AAH,AAAL,M,Dominant control,5.2,22,burrow,pm,0.04944,0,22.40001
4610,CP,AN,AABF,M,Subordinate control,5,15,forage,am,0.3325,0,0
4611,CQ,AN,AABF,M,Subordinate control,5,15,burrow,am,0.08694,0,0
4612,AT,AAJ,AAAN,F,Subordinate control,5,31,forage,pm,0.55361,3,0
4613,AU,AAK,AAAO,F,Dominant control,5.1,9,forage,am,0.33278,8,8.799998
4614,AV,AAK,AAAO,M,Dominant control,5.1,9,forage,pm,0.25667,4,8.799998
4615,AX,AAL,AAAP,F,Dominant treated,5.1,33,burrow,am,0.09583,0,0.8
4616,AY,AAL,AAAP,F,Dominant treated,5.1,33,forage,am,0.38611,2,0.8
4617,BD,AAL,AAAP,M,Dominant treated,5.1,33,forage,am,0.33583,0,0.8
4618,BH,AX,AAAT,M,Subordinate control,5,8,forage,am,0.3225,0,14.199998
4619,BI,AX,AAAT,M,Subordinate control,5,8,forage,am,0.32417,0,14.199998
4620,BK,A,AAAU,F,Subordinate control,5,13,burrow,am,0.06694,0,99.600108
4621,BM,AAQ,AAAW,F,Subordinate control,5.2,22,forage,am,0.26861,0,26.400011
4622,BO,AAQ,AAAW,M,Subordinate control,5.2,22,burrow,am,0.08167,0,26.400011
4623,BP,AAQ,AAAW,M,Subordinate control,5.1,22,forage,pm,0.25861,0,26.400011
4624,BQ,AAQ,AAAW,M,Subordinate control,5.2,22,forage,am,0.30583,0,26.400011
4625,BR,AAS,AAAY,F,Dominant control,5,9,burrow,am,0.34056,1,0
4626,BS,AAS,AAAY,M,Dominant control,5,9,forage,pm,0.24667,0,0
4627,BU,AAS,AAAY,M,Dominant control,5,9,forage,am,0.17861,0,0
4628,CS,AAX,AABG,F,Dominant control,4.9,13,forage,am,0.34639,0,13.999998
4629,CT,AAX,AABG,F,Dominant control,4.9,13,forage,pm,0.26222,0,13.999998
4630,CU,AAX,AABG,F,Dominant control,4.9,13,forage,am,0.3725,5,13.999998
4631,BX,AAT,AAAZ,M,Dominant control,5.1,32,forage,am,0.34556,1,26.400011
4632,BZ,AAT,AAAZ,M,Dominant control,5.1,32,forage,pm,0.15389,0,26.400011
4633,CV,AAX,AABG,M,Dominant control,4.9,13,forage,am,0.39889,6,13.999998
4634,CB,AAU,AABA,F,Subordinate control,5,21,forage,pm,0.37639,0,0
4635,CE,AAU,AABA,F,Subordinate control,5,21,forage,pm,0.23444,0,0
4636,CC,AAU,AABA,M,Subordinate control,5,21,forage,pm,0.22444,0,0
4637,CY,CB,AABH,M,Subordinate control,4.8,7,forage,am,0.33389,2,0
4638,AR,AAI,AAAM,F,Dominant treated,5.3,31,forage,pm,0.5125,0,0
4639,A,AAA,AAAA,F,Subordinate control,5.1,25,forage,am,0.33972,0,0
4640,B,AAA,AAAA,M,Subordinate control,5.1,25,forage,pm,0.30917,0,0
4641,C,AAA,AAAA,M,Subordinate control,5.1,25,forage,pm,0.26056,0,0
4642,D,AAA,AAAA,M,Subordinate control,5.1,25,forage,pm,0.32111,0,0
4643,H,F,AAAC,F,Subordinate control,5.1,17,forage,pm,0.1975,0,45.199989
4644,I,AAC,AAAD,F,Dominant control,5.2,20,forage,pm,0.24944,0,11.999998
4645,Q,F,AAAC,M,Subordinate control,5.2,17,burrow,am,0.09583,0,45.799989
4646,L,F,AAAC,M,Subordinate control,5.1,17,burrow,pm,0.06583,0,45.199989
4647,R,AAC,AAAD,M,Dominant control,5.2,20,forage,pm,0.24639,0,11.999998
4648,S,AAC,AAAD,M,Dominant control,5.2,20,forage,pm,0.24611,0,13.999998
4649,M,AAC,AAAD,M,Dominant control,5.2,20,burrow,pm,0.11306,0,11.999998
4650,N,AAC,AAAE,M,Dominant treated,5.2,23,forage,am,0.33417,2,0.2
4651,T,AAC,AAAE,M,Dominant treated,5.2,23,forage,am,0.34278,2,0.2
4652,O,AAC,AAAE,M,Dominant treated,5.2,23,forage,pm,0.25972,1,0.2
4653,P,AAC,AAAE,M,Dominant treated,5.2,23,forage,pm,0.33861,0,0.2
4654,Y,AAE,AAAG,F,Dominant treated,5.2,15,forage,am,0.33528,1,27.200011
4655,Z,AAE,AAAG,F,Dominant treated,5.2,15,forage,pm,0.25056,0,27.200011
4656,AA,AAE,AAAH,F,Dominant control,4.9,16,forage,pm,0.20083,0,1.8
4657,AB,AAE,AAAG,M,Dominant treated,5.2,15,burrow,am,0.05917,0,27.200011
4658,AF,AAF,AAAJ,F,Dominant control,5,12,burrow,am,0.08361,0,97.000108
4659,AG,AAF,AAAJ,F,Dominant control,5,12,forage,am,0.31917,0,97.000108
4660,AH,AAF,AAAJ,F,Dominant control,5,12,burrow,am,0.07972,0,97.000108
4661,AI,AAF,AAAI,F,Dominant treated,4.9,16,forage,am,0.34639,3,0.2
4662,AD,AAF,AAAI,F,Dominant treated,4.9,16,forage,am,0.36972,2,0.2
4663,AE,AAF,AAAI,M,Dominant treated,4.9,16,forage,am,0.34611,3,0.2
4664,AJ,AAG,AAAK,F,Dominant control,5,13,burrow,pm,0.08417,0,1.6
4665,AK,AAG,AAAK,M,Dominant control,5,13,burrow,pm,0.055,0,1.6
4666,AM,AAG,AAAK,M,Dominant control,5,13,forage,am,0.28528,0,26.000011
4669,AN,AAH,AAAL,F,Dominant control,5.2,22,burrow,pm,0.04583,0,22.40001
4670,AO,AAH,AAAL,F,Dominant control,5.2,22,forage,pm,0.30639,3,22.40001
4671,CJ,AAW,AABE,F,Subordinate control,5,18,forage,am,0.33444,0,4
4672,CK,AAW,AABE,F,Subordinate control,5,18,forage,am,0.31639,0,4
4673,CL,AN,AABF,F,Subordinate control,5,15,forage,am,0.32333,0,0
4674,AQ,AAH,AAAL,M,Dominant control,5.2,22,burrow,pm,0.11,0,22.40001
4675,CP,AN,AABF,M,Subordinate control,5,15,forage,am,0.32972,0,0
4676,CQ,AN,AABF,M,Subordinate control,5,15,burrow,am,0.06417,0,0
4677,AT,AAJ,AAAN,F,Subordinate control,5,31,forage,pm,0.02639,0,0
4678,AU,AAK,AAAO,F,Dominant control,5.1,9,forage,pm,0.31722,0,8.799998
4679,AV,AAK,AAAO,M,Dominant control,5.1,9,forage,pm,0.25,2,8.799998
4680,AX,AAL,AAAP,F,Dominant treated,5.1,33,burrow,am,0.00861,0,0.8
4681,AY,AAL,AAAP,F,Dominant treated,5.1,33,forage,am,0.32,1,0.8
4682,BD,AAL,AAAP,M,Dominant treated,5.1,33,forage,pm,0.25444,0,0.8
4683,BH,AX,AAAT,M,Subordinate control,5,8,forage,am,0.33417,0,14.199998
4684,BI,AX,AAAT,M,Subordinate control,5,8,forage,am,0.33056,0,14.199998
4685,BK,A,AAAU,F,Subordinate control,5,13,forage,am,0.33972,0,99.600108
4686,BM,AAQ,AAAW,F,Subordinate control,5.2,22,forage,am,0.33667,0,26.400011
4687,BO,AAQ,AAAW,M,Subordinate control,5.2,22,forage,am,0.34861,1,26.400011
4688,BP,AAQ,AAAW,M,Subordinate control,5.2,22,forage,am,0.30472,0,26.400011
4689,BQ,AAQ,AAAW,M,Subordinate control,5.2,22,forage,pm,0.30889,0,26.400011
4690,BR,AAS,AAAY,F,Dominant control,5,9,forage,pm,0.27278,2,0
4691,BS,AAS,AAAY,M,Dominant control,5,9,forage,pm,0.21528,0,0
4692,BU,AAS,AAAY,M,Dominant control,5,9,forage,pm,0.22361,1,0
4693,CS,AAX,AABG,F,Dominant control,4.9,13,forage,pm,0.26278,0,13.999998
4694,CT,AAX,AABG,F,Dominant control,5,13,burrow,am,0.08333,1,13.999998
4695,CU,AAX,AABG,F,Dominant control,4.9,13,forage,pm,0.25194,0,13.999998
4696,BX,AAT,AAAZ,M,Dominant control,5.1,32,forage,pm,0.20167,0,26.400011
4697,BZ,AAT,AAAZ,M,Dominant control,5.1,32,forage,pm,0.26972,0,26.400011
4698,CV,AAX,AABG,M,Dominant control,4.9,13,forage,pm,0.26167,1,13.999998
4699,CB,AAU,AABA,F,Subordinate control,5,21,forage,pm,0.23472,0,0
4700,CE,AAU,AABA,F,Subordinate control,5,21,forage,pm,0.24056,1,0
4701,CC,AAU,AABA,M,Subordinate control,5,21,forage,pm,0.27444,0,0
4702,CY,CB,AABH,M,Subordinate control,5,7,burrow,am,0.10056,0,0
4703,AR,AAI,AAAM,F,Dominant treated,5.3,31,forage,pm,0.51972,0,0
4704,A,AAA,AAAA,F,Subordinate control,5.1,25,forage,am,0.33139,0,0
4705,B,AAA,AAAA,M,Subordinate control,5.3,25,forage,pm,0.27028,0,0
4706,C,AAA,AAAA,M,Subordinate control,5.1,25,burrow,pm,0.08778,0,0
4707,D,AAA,AAAA,M,Subordinate control,5.1,25,burrow,pm,0.08889,0,0
